Google_IO_2017_chunk_174_1497832476735979_count_0_noise_-1_noise_type_White,2,19.59,20.28,Burke joining,-1,False,0.3389,0.9108,lecture,White,Burke,joining,"[{'confidence': 0.752, 'timestamps': [['joining', 0.56, 0.91]], 'transcript': 'joining ', 'word_confidence': [['joining', 0.752]]}]",joining,0.9675
Google_IO_2017_chunk_174_1497832476735979_count_0_noise_0_noise_type_White,2,19.59,20.28,Burke joining,0,False,0.3389,0.9108,lecture,White,Burke,joining,"[{'confidence': 0.574, 'timestamps': [['joining', 0.56, 0.91]], 'transcript': 'joining ', 'word_confidence': [['joining', 0.574]]}]",joining,0.9423
Google_IO_2017_chunk_174_1497832476735979_count_0_noise_10_noise_type_White,2,19.59,20.28,Burke joining,10,False,0.3389,0.9108,lecture,White,Burke,joining,"[{'confidence': 0.827, 'timestamps': [['joining', 0.56, 0.91]], 'transcript': 'joining ', 'word_confidence': [['joining', 0.827]]}]",for,0.3732,joining,0.9736
Google_IO_2017_chunk_174_1497832476735979_count_0_noise_20_noise_type_White,2,19.59,20.28,Burke joining,20,False,0.3389,0.9108,lecture,White,Burke,joining,"[{'confidence': 0.449, 'timestamps': [['for', 0.24, 0.51], ['joining', 0.55, 0.9]], 'transcript': 'for joining ', 'word_confidence': [['for', 0.29], ['joining', 0.572]]}]",for,0.3761,joining,0.9511
Google_IO_2017_chunk_174_1497832476735979_count_0_noise_22_noise_type_White,2,19.59,20.28,Burke joining,22,False,0.3389,0.9108,lecture,White,Burke,joining,"[{'confidence': 0.389, 'timestamps': [['for', 0.24, 0.51], ['joining', 0.55, 0.9]], 'transcript': 'for joining ', 'word_confidence': [['for', 0.253], ['joining', 0.493]]}]",first,0.4255,joining,0.9164
Google_IO_2017_chunk_174_1497832476735979_count_0_noise_23_noise_type_White,2,19.59,20.28,Burke joining,23,False,0.3389,0.9108,lecture,White,Burke,joining,"[{'confidence': 0.343, 'timestamps': [['for', 0.24, 0.51], ['joining', 0.59, 0.9]], 'transcript': 'for joining ', 'word_confidence': [['for', 0.249], ['joining', 0.425]]}]",first,0.5051,joining,0.8853
Google_IO_2017_chunk_81_1497832476735979_count_0_noise_-1_noise_type_White,2,20.84,21.64,potential Google,-1,True,0.9992,0.4751,lecture,White,potential,Google,"[{'confidence': 0.69, 'timestamps': [['potential', 0.28, 0.79], ['Google', 0.79, 1.03]], 'transcript': 'potential Google ', 'word_confidence': [['potential', 0.992], ['Google', 0.05]]}]",potential,0.999,Google,0.2184
Google_IO_2017_chunk_81_1497832476735979_count_0_noise_0_noise_type_White,2,20.84,21.64,potential Google,0,True,0.9992,0.4751,lecture,White,potential,Google,"[{'confidence': 0.688, 'timestamps': [['potential', 0.28, 0.79], ['Google', 0.79, 1.03]], 'transcript': 'potential Google ', 'word_confidence': [['potential', 0.991], ['Google', 0.042]]}]",potential,0.9989,groove,0.3175
Google_IO_2017_chunk_81_1497832476735979_count_0_noise_10_noise_type_White,2,20.84,21.64,potential Google,10,True,0.9992,0.4751,lecture,White,potential,Google,"[{'confidence': 0.709, 'timestamps': [['potential', 0.28, 0.78], ['groove', 0.78, 1.02]], 'transcript': 'potential groove ', 'word_confidence': [['potential', 0.994], ['groove', 0.116]]}]",potential,0.9999,groove,0.4904
Google_IO_2017_chunk_81_1497832476735979_count_0_noise_20_noise_type_White,2,20.84,21.64,potential Google,20,True,0.9992,0.4751,lecture,White,potential,Google,"[{'confidence': 0.69, 'timestamps': [['potential', 0.28, 0.78], ['groove', 0.78, 1.02]], 'transcript': 'potential groove ', 'word_confidence': [['potential', 0.981], ['groove', 0.082]]}]",potential,0.9988,groove,0.3561
Google_IO_2017_chunk_81_1497832476735979_count_0_noise_21_noise_type_White,2,20.84,21.64,potential Google,21,True,0.9992,0.4751,lecture,White,potential,Google,"[{'confidence': 0.685, 'timestamps': [['potential', 0.28, 0.78], ['groove', 0.78, 1.02]], 'transcript': 'potential groove ', 'word_confidence': [['potential', 0.976], ['groove', 0.079]]}]",potential,0.9978,groove,0.2925
Nikola_Tesla_chunk_102_1497832476735979_count_0_noise_-1_noise_type_White,2,17.62,18.61,force vibrating,-1,False,0.4781,0.9926,lecture,White,force,vibrating,"[{'confidence': 0.66, 'timestamps': [['forces', 0.24, 0.58], ['vibrating', 0.58, 1.17]], 'transcript': 'forces vibrating ', 'word_confidence': [['forces', 0.172], ['vibrating', 0.941]]}]",force,0.4221,vibrating,0.9946
Nikola_Tesla_chunk_102_1497832476735979_count_0_noise_0_noise_type_White,2,17.62,18.61,force vibrating,0,False,0.4781,0.9926,lecture,White,force,vibrating,"[{'confidence': 0.658, 'timestamps': [['forces', 0.24, 0.59], ['vibrating', 0.59, 1.17]], 'transcript': 'forces vibrating ', 'word_confidence': [['forces', 0.17], ['vibrating', 0.953]]}]",force,0.4161,vibrating,0.9937
Nikola_Tesla_chunk_102_1497832476735979_count_0_noise_10_noise_type_White,2,17.62,18.61,force vibrating,10,False,0.4781,0.9926,lecture,White,force,vibrating,"[{'confidence': 0.535, 'timestamps': [['forces', 0.24, 0.59], ['vibrating', 0.59, 1.17]], 'transcript': 'forces vibrating ', 'word_confidence': [['forces', 0.166], ['vibrating', 0.758]]}]",force,0.3905,vibrating,0.9842
Nikola_Tesla_chunk_102_1497832476735979_count_0_noise_20_noise_type_White,2,17.62,18.61,force vibrating,20,False,0.4781,0.9926,lecture,White,force,vibrating,"[{'confidence': 0.443, 'timestamps': [['forces', 0.24, 0.59], ['vibrating', 0.59, 1.17]], 'transcript': 'forces vibrating ', 'word_confidence': [['forces', 0.152], ['vibrating', 0.618]]}]",forces,0.3021,vibrating,0.9741
Nikola_Tesla_chunk_102_1497832476735979_count_0_noise_21_noise_type_White,2,17.62,18.61,force vibrating,21,False,0.4781,0.9926,lecture,White,force,vibrating,"[{'confidence': 0.427, 'timestamps': [['forces', 0.24, 0.59], ['vibrating', 0.59, 1.17]], 'transcript': 'forces vibrating ', 'word_confidence': [['forces', 0.126], ['vibrating', 0.608]]}]",force,0.2651,vibrating,0.9752
Nikola_Tesla_chunk_102_1497832476735979_count_1_noise_-1_noise_type_White,2,23.82,24.57,intent around,-1,False,0.3985,0.9522,lecture,White,intent,around,"[{'confidence': 0.422, 'timestamps': [['the', 0.2, 0.3], ['ten', 0.3, 0.54], ['around', 0.54, 0.98]], 'transcript': 'the ten around ', 'word_confidence': [['the', 0.325], ['ten', 0.538], ['around', 0.381]]}]",the,0.6372,ten,0.461,around,0.8023
Nikola_Tesla_chunk_102_1497832476735979_count_1_noise_0_noise_type_White,2,23.82,24.57,intent around,0,False,0.3985,0.9522,lecture,White,intent,around,"[{'confidence': 0.466, 'timestamps': [['ten', 0.34, 0.54], ['around', 0.54, 0.98]], 'transcript': 'ten around ', 'word_confidence': [['ten', 0.528], ['around', 0.437]]}]",the,0.4685,ten,0.497,around,0.8181
Nikola_Tesla_chunk_102_1497832476735979_count_1_noise_10_noise_type_White,2,23.82,24.57,intent around,10,False,0.3985,0.9522,lecture,White,intent,around,"[{'confidence': 0.449, 'timestamps': [['ten', 0.34, 0.54], ['around', 0.54, 0.98]], 'transcript': 'ten around ', 'word_confidence': [['ten', 0.598], ['around', 0.382]]}]",ten,0.5816,around,0.7825
Nikola_Tesla_chunk_102_1497832476735979_count_1_noise_20_noise_type_White,2,23.82,24.57,intent around,20,False,0.3985,0.9522,lecture,White,intent,around,"[{'confidence': 0.452, 'timestamps': [['ten', 0.35, 0.54], ['around', 0.54, 0.98]], 'transcript': 'ten around ', 'word_confidence': [['ten', 0.415], ['around', 0.468]]}]",ten,0.7752,around,0.8518
Nikola_Tesla_chunk_102_1497832476735979_count_1_noise_21_noise_type_White,2,23.82,24.57,intent around,21,False,0.3985,0.9522,lecture,White,intent,around,"[{'confidence': 0.428, 'timestamps': [['ten', 0.35, 0.54], ['around', 0.54, 0.98]], 'transcript': 'ten around ', 'word_confidence': [['ten', 0.345], ['around', 0.464]]}]",ten,0.7873,around,0.8514
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_-1_noise_type_White,2,22.36,23.46,reactors knows,-1,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.457, 'timestamps': [['reactors', 0.23, 1.04], ['he', 1.04, 1.13], ['does', 1.13, 1.35]], 'transcript': 'reactors he does ', 'word_confidence': [['reactors', 0.461], ['he', 0.256], ['does', 0.526]]}]",reactors,0.7649,he,0.5356,does,0.6681
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_0_noise_type_White,2,22.36,23.46,reactors knows,0,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.409, 'timestamps': [['reactors', 0.23, 1.04], ['he', 1.04, 1.13], ['does', 1.13, 1.35]], 'transcript': 'reactors he does ', 'word_confidence': [['reactors', 0.466], ['he', 0.145], ['does', 0.308]]}]",reactors,0.7418,does,0.4035
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_10_noise_type_White,2,22.36,23.46,reactors knows,10,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.415, 'timestamps': [['reactor', 0.23, 0.97], ['sales', 0.97, 1.35]], 'transcript': 'reactor sales ', 'word_confidence': [['reactor', 0.562], ['sales', 0.127]]}]",reactor,0.9166,sales,0.4707
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_5_noise_type_White,2,22.36,23.46,reactors knows,5,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.23, 'timestamps': [['reactor', 0.23, 0.97], ['sales', 0.97, 1.35]], 'transcript': 'reactor sales ', 'word_confidence': [['reactor', 0.322], ['sales', 0.051]]}]",reactor,0.6518,seals,0.244
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_2_noise_type_White,2,22.36,23.46,reactors knows,2,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.372, 'timestamps': [['reactors', 0.23, 1.05], ['does', 1.09, 1.35]], 'transcript': 'reactors does ', 'word_confidence': [['reactors', 0.44], ['does', 0.16]]}]",reactors,0.6647,sales,0.1581
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_4_noise_type_White,2,22.36,23.46,reactors knows,4,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.231, 'timestamps': [['reactor', 0.23, 0.97], ['sales', 0.97, 1.35]], 'transcript': 'reactor sales ', 'word_confidence': [['reactor', 0.322], ['sales', 0.052]]}]",reactor,0.5579,seals,0.2435
American_revolution_lecture_chunk_25_1497832476735979_count_0_noise_3_noise_type_White,2,22.36,23.46,reactors knows,3,True,0.9481,0.4476,lecture,White,reactors,knows,"[{'confidence': 0.27, 'timestamps': [['reactors', 0.23, 1.04], ['he', 1.04, 1.14], ['does', 1.14, 1.35]], 'transcript': 'reactors he does ', 'word_confidence': [['reactors', 0.306], ['he', 0.07], ['does', 0.229]]}]",reactor,0.5258,CEOs,0.2684
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_-1_noise_type_White,2,10.06,11.03,object inside,-1,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.595, 'timestamps': [['object', 0.26, 0.8], ['inside', 0.84, 1.16]], 'transcript': 'object inside ', 'word_confidence': [['object', 0.57], ['inside', 0.638]]}]",object,0.7739,inside,0.8821
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_0_noise_type_White,2,10.06,11.03,object inside,0,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.598, 'timestamps': [['object', 0.26, 0.8], ['inside', 0.83, 1.17]], 'transcript': 'object inside ', 'word_confidence': [['object', 0.583], ['inside', 0.621]]}]",object,0.792,inside,0.8637
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_10_noise_type_White,2,10.06,11.03,object inside,10,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.56, 'timestamps': [['object', 0.26, 0.79], ['inside', 0.83, 1.17]], 'transcript': 'object inside ', 'word_confidence': [['object', 0.59], ['inside', 0.514]]}]",object,0.7736,inside,0.8384
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_20_noise_type_White,2,10.06,11.03,object inside,20,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.193, 'timestamps': [['god', 0.23, 0.45], ['yes', 0.45, 0.79]], 'transcript': 'god yes ', 'word_confidence': [['god', 0.123], ['yes', 0.238]]}]",god,0.3201,yes,0.3786
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_15_noise_type_White,2,10.06,11.03,object inside,15,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.272, 'timestamps': [['objects', 0.26, 0.79], ['inside', 0.83, 1.16]], 'transcript': 'objects inside ', 'word_confidence': [['objects', 0.199], ['inside', 0.389]]}]",object,0.5838,inside,0.7365
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_17_noise_type_White,2,10.06,11.03,object inside,17,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.22, 'timestamps': [['objects', 0.26, 0.79], ['inside', 0.83, 1.16]], 'transcript': 'objects inside ', 'word_confidence': [['objects', 0.129], ['inside', 0.366]]}]",objects,0.3919,inside,0.6831
Nikola_Tesla_chunk_13_1497832476735979_count_0_noise_16_noise_type_White,2,10.06,11.03,object inside,16,True,0.9987,0.3418,lecture,White,object,inside,"[{'confidence': 0.241, 'timestamps': [['objects', 0.26, 0.79], ['inside', 0.83, 1.16]], 'transcript': 'objects inside ', 'word_confidence': [['objects', 0.164], ['inside', 0.364]]}]",object,0.4646,inside,0.6577
Nikola_Tesla_chunk_77_1497832476735979_count_0_noise_-1_noise_type_White,2,11.57,12.2,never really,-1,True,0.9652,0.4672,lecture,White,never,really,[]
Western_Philosophy_chunk_46_1497832476735979_count_0_noise_-1_noise_type_White,2,8.42,9.08,executive seems,-1,False,0.4994,0.9953,lecture,White,executive,seems,"[{'confidence': 0.194, 'timestamps': [['but', 0.2, 0.36], ['Gregory', 0.36, 0.65], ['seems', 0.65, 0.9]], 'transcript': 'but Gregory seems ', 'word_confidence': [['but', 0.367], ['Gregory', 0.148], ['seems', 0.138]]}]",McGregor,0.3916,seems,0.3139
Yoshua_Bengio_chunk_67_1497832476735979_count_0_noise_-1_noise_type_White,2,8.97,9.5,understand which,-1,True,0.905,0.2808,lecture,White,understand,which,[]
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_-1_noise_type_White,2,16.37,16.75,machine money,-1,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.245, 'timestamps': [['machine', 0.24, 0.48], ['money', 0.48, 0.62]], 'transcript': 'machine money ', 'word_confidence': [['machine', 0.35], ['money', 0.067]]}]",machine,0.7564,money,0.4486
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_0_noise_type_White,2,16.37,16.75,machine money,0,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.381, 'timestamps': [['machine', 0.24, 0.48], ['money', 0.48, 0.62]], 'transcript': 'machine money ', 'word_confidence': [['machine', 0.513], ['money', 0.154]]}]",machine,0.9033,money,0.7544
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_10_noise_type_White,2,16.37,16.75,machine money,10,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.219, 'timestamps': [['machine', 0.24, 0.47], ['money', 0.47, 0.62]], 'transcript': 'machine money ', 'word_confidence': [['machine', 0.299], ['money', 0.096]]}]",machine,0.6993,money,0.5405
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_15_noise_type_White,2,16.37,16.75,machine money,15,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.414, 'timestamps': [['she', 0.26, 0.47]], 'transcript': 'she ', 'word_confidence': [['she', 0.414]]}]",she,0.68
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_12_noise_type_White,2,16.37,16.75,machine money,12,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.167, 'timestamps': [['machine', 0.24, 0.47], ['money', 0.47, 0.62]], 'transcript': 'machine money ', 'word_confidence': [['machine', 0.229], ['money', 0.071]]}]",machine,0.5635,money,0.4186
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_14_noise_type_White,2,16.37,16.75,machine money,14,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.398, 'timestamps': [['she', 0.26, 0.47]], 'transcript': 'she ', 'word_confidence': [['she', 0.398]]}]",she,0.547
Yoshua_Bengio_chunk_67_1497832476735979_count_1_noise_13_noise_type_White,2,16.37,16.75,machine money,13,True,0.9156,0.2736,lecture,White,machine,money,"[{'confidence': 0.337, 'timestamps': [['she', 0.26, 0.47]], 'transcript': 'she ', 'word_confidence': [['she', 0.337]]}]",machine,0.4142,money,0.2838
Darwins_Legacy_chunk_33_1497832476735979_count_0_noise_-1_noise_type_White,2,17.48,18.39,walls regarded,-1,False,0.4461,0.9961,lecture,White,walls,regarded,"[{'confidence': 0.57, 'timestamps': [['also', 0.29, 0.56], ['we', 0.56, 0.66], ['got', 0.66, 0.97], ['it', 0.97, 1.13]], 'transcript': 'also we got it ', 'word_confidence': [['also', 0.834], ['we', 0.511], ['got', 0.504], ['it', 0.289]]}]",also,0.9556,we,0.7567,got,0.6289,it,0.588
Google_IO_2017_chunk_197_1497832476735979_count_0_noise_-1_noise_type_White,2,14.86,16.28,second Bridget,-1,True,1.0,0.3294,lecture,White,second,Bridget,"[{'confidence': 0.644, 'timestamps': [['second', 0.21, 0.86], ['Richard', 1.24, 1.63]], 'transcript': 'second Richard ', 'word_confidence': [['second', 0.951], ['Richard', 0.133]]}]",second,0.9982,injured,0.2886
Google_IO_2017_chunk_197_1497832476735979_count_0_noise_0_noise_type_White,2,14.86,16.28,second Bridget,0,True,1.0,0.3294,lecture,White,second,Bridget,"[{'confidence': 0.681, 'timestamps': [['second', 0.24, 0.86], ['Richard', 1.26, 1.63]], 'transcript': 'second Richard ', 'word_confidence': [['second', 0.984], ['Richard', 0.174]]}]",second,0.9996,Richard,0.4589
Google_IO_2017_chunk_197_1497832476735979_count_0_noise_10_noise_type_White,2,14.86,16.28,second Bridget,10,True,1.0,0.3294,lecture,White,second,Bridget,"[{'confidence': 0.594, 'timestamps': [['second', 0.22, 0.86], ['bridges', 1.27, 1.63]], 'transcript': 'second bridges ', 'word_confidence': [['second', 0.858], ['bridges', 0.124]]}]",second,0.9906,bridges,0.3033
Google_IO_2017_chunk_197_1497832476735979_count_0_noise_20_noise_type_White,2,14.86,16.28,second Bridget,20,True,1.0,0.3294,lecture,White,second,Bridget,"[{'confidence': 0.59, 'timestamps': [['second', 0.24, 0.78], ['bridges', 1.24, 1.63]], 'transcript': 'second bridges ', 'word_confidence': [['second', 0.898], ['bridges', 0.164]]}]",second,0.9868,bridges,0.4188
Google_IO_2017_chunk_197_1497832476735979_count_0_noise_22_noise_type_White,2,14.86,16.28,second Bridget,22,True,1.0,0.3294,lecture,White,second,Bridget,"[{'confidence': 0.574, 'timestamps': [['second', 0.24, 0.78], ['bridges', 1.24, 1.63]], 'transcript': 'second bridges ', 'word_confidence': [['second', 0.864], ['bridges', 0.173]]}]",second,0.9867,bridges,0.435
American_Civil_War_chunk_11_1497832476735979_count_0_noise_-1_noise_type_White,2,6.36,7.0,added formed,-1,False,0.3055,0.9379,lecture,White,added,formed,"[{'confidence': 0.27, 'timestamps': [['it', 0.19, 0.36], ['informed', 0.36, 0.89]], 'transcript': 'it informed ', 'word_confidence': [['it', 0.734], ['informed', 0.122]]}]",it,0.82,informed,0.4398
Elon_Musk_chunk_35_1497832476735979_count_0_noise_-1_noise_type_White,2,4.88,5.76,inventions analysts,-1,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.668, 'timestamps': [['inventions', 0.26, 0.77], ['analyst', 0.77, 1.16]], 'transcript': 'inventions analyst ', 'word_confidence': [['inventions', 1.0], ['analyst', 0.234]]}]",inventions,0.9864,analyst,0.5939
Elon_Musk_chunk_35_1497832476735979_count_0_noise_0_noise_type_White,2,4.88,5.76,inventions analysts,0,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.672, 'timestamps': [['inventions', 0.26, 0.77], ['analyst', 0.77, 1.16]], 'transcript': 'inventions analyst ', 'word_confidence': [['inventions', 1.0], ['analyst', 0.244]]}]",inventions,0.9853,analyst,0.6339
Elon_Musk_chunk_35_1497832476735979_count_0_noise_10_noise_type_White,2,4.88,5.76,inventions analysts,10,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.691, 'timestamps': [['I', 0.24, 0.27], ['inventions', 0.27, 0.77], ['analyst', 0.77, 1.16]], 'transcript': 'I inventions analyst ', 'word_confidence': [['I', 1.0], ['inventions', 1.0], ['analyst', 0.272]]}]",I,1.0,inventions,0.9664,analyst,0.6279
Elon_Musk_chunk_35_1497832476735979_count_0_noise_15_noise_type_White,2,4.88,5.76,inventions analysts,15,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.108, 'timestamps': [['adventures', 0.25, 0.76], ['in', 0.76, 0.85], ['order', 0.85, 1.06]], 'transcript': 'adventures in order ', 'word_confidence': [['adventures', 0.08], ['in', 0.381], ['order', 0.058]]}]",adventures,0.2886
Elon_Musk_chunk_35_1497832476735979_count_0_noise_12_noise_type_White,2,4.88,5.76,inventions analysts,12,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.459, 'timestamps': [['then', 0.2, 0.33], ['vengeance', 0.33, 0.77], ['analyst', 0.77, 1.16]], 'transcript': 'then vengeance analyst ', 'word_confidence': [['then', 0.296], ['vengeance', 0.643], ['analyst', 0.306]]}]",then,0.6232,vengeance,0.7993,analyst,0.6317
Elon_Musk_chunk_35_1497832476735979_count_0_noise_11_noise_type_White,2,4.88,5.76,inventions analysts,11,True,0.9996,0.4102,lecture,White,inventions,analysts,"[{'confidence': 0.689, 'timestamps': [['I', 0.24, 0.27], ['inventions', 0.27, 0.77], ['analyst', 0.77, 1.16]], 'transcript': 'I inventions analyst ', 'word_confidence': [['I', 1.0], ['inventions', 1.0], ['analyst', 0.268]]}]",I,1.0,inventions,0.966,analyst,0.6274
Western_Philosophy_chunk_16_1497832476735979_count_0_noise_-1_noise_type_White,2,1.59,2.3,published story,-1,False,0.4358,0.9981,lecture,White,published,story,"[{'confidence': 0.519, 'timestamps': [['probably', 0.27, 0.54], ['a', 0.54, 0.59], ['story', 0.59, 0.95]], 'transcript': 'probably a story ', 'word_confidence': [['probably', 0.312], ['a', 0.335], ['story', 0.7]]}]",probably,0.537,a,0.5476,story,0.9546
Western_Philosophy_chunk_16_1497832476735979_count_0_noise_0_noise_type_White,2,1.59,2.3,published story,0,False,0.4358,0.9981,lecture,White,published,story,"[{'confidence': 0.529, 'timestamps': [['probably', 0.29, 0.54], ['a', 0.54, 0.59], ['story', 0.59, 0.95]], 'transcript': 'probably a story ', 'word_confidence': [['probably', 0.149], ['a', 0.206], ['story', 0.838]]}]",probably,0.5014,a,0.5212,story,0.9591
Western_Philosophy_chunk_16_1497832476735979_count_0_noise_10_noise_type_White,2,1.59,2.3,published story,10,False,0.4358,0.9981,lecture,White,published,story,"[{'confidence': 0.509, 'timestamps': [['from', 0.22, 0.47], ['your', 0.47, 0.59], ['story', 0.59, 0.95]], 'transcript': 'from your story ', 'word_confidence': [['from', 0.133], ['your', 0.139], ['story', 0.892]]}]",for,0.4224,me,0.4105,a,0.553,story,0.9518
Western_Philosophy_chunk_16_1497832476735979_count_0_noise_15_noise_type_White,2,1.59,2.3,published story,15,False,0.4358,0.9981,lecture,White,published,story,"[{'confidence': 0.659, 'timestamps': [['of', 0.32, 0.45], ['your', 0.45, 0.59], ['story', 0.59, 0.94]], 'transcript': 'of your story ', 'word_confidence': [['of', 0.135], ['your', 0.525], ['story', 0.906]]}]",your,0.8,story,0.9812
Western_Philosophy_chunk_16_1497832476735979_count_0_noise_17_noise_type_White,2,1.59,2.3,published story,17,False,0.4358,0.9981,lecture,White,published,story,"[{'confidence': 0.597, 'timestamps': [['your', 0.47, 0.59], ['story', 0.59, 0.94]], 'transcript': 'your story ', 'word_confidence': [['your', 0.4], ['story', 0.665]]}]",your,0.6105,story,0.9612
Western_Philosophy_chunk_16_1497832476735979_count_0_noise_19_noise_type_White,2,1.59,2.3,published story,19,False,0.4358,0.9981,lecture,White,published,story,"[{'confidence': 0.671, 'timestamps': [['story', 0.61, 0.94]], 'transcript': 'story ', 'word_confidence': [['story', 0.671]]}]",story,0.9384
Western_Philosophy_chunk_16_1497832476735979_count_1_noise_-1_noise_type_White,2,20.82,21.84,thunderous believed,-1,False,0.4156,0.7191,lecture,White,thunderous,believed,"[{'confidence': 0.464, 'timestamps': [['I', 0.23, 0.27], ['think', 0.27, 0.53], ['Chris', 0.53, 0.79], ['believe', 0.79, 1.24]], 'transcript': 'I think Chris believe ', 'word_confidence': [['I', 0.793], ['think', 0.479], ['Chris', 0.341], ['believe', 0.497]]}]",I,0.9194,think,0.8024,Chris,0.7287,believe,0.6769
American_revolution_lecture_chunk_67_1497832476735979_count_0_noise_-1_noise_type_White,2,4.7,5.64,different divisions,-1,False,0.3451,0.9739,lecture,White,different,divisions,"[{'confidence': 0.741, 'timestamps': [['their', 0.2, 0.53], ['divisions', 0.56, 1.17]], 'transcript': 'their divisions ', 'word_confidence': [['their', 0.818], ['divisions', 0.699]]}]",there,0.5254,divisions,0.8956
