History_4A_Fall_2007_UC_Berkeley_Lecture_05_New_Kingdom_Egypt_State_and_Society_c._1500-1000_BC_20457_chunk_96_1499227381638939_count_0_noise_-1_noise_type_White,4,many people have heard of acting on,-1,"{'length': 4, 'confidence': 0.9737, 'end_time': 17.13, 'start_time': 16.98, 'word': 'many'}; {'length': 6, 'confidence': 1.0, 'end_time': 17.38, 'start_time': 17.13, 'word': 'people'}; {'length': 4, 'confidence': 0.5728, 'end_time': 17.5, 'start_time': 17.38, 'word': 'have'}; {'length': 5, 'confidence': 0.9875, 'end_time': 17.73, 'start_time': 17.5, 'word': 'heard'}; {'length': 2, 'confidence': 0.9969, 'end_time': 17.83, 'start_time': 17.73, 'word': 'of'}; {'length': 6, 'confidence': 0.2925, 'end_time': 18.16, 'start_time': 17.83, 'word': 'acting'}; {'length': 2, 'confidence': 0.6728, 'end_time': 18.39, 'start_time': 18.16, 'word': 'on'}",podcast_lecture,White,"[{'timestamps': [['I', 0.23, 0.26], ['mean', 0.26, 0.41], ['people', 0.41, 0.65], ['have', 0.65, 0.77], ['heard', 0.77, 1.0], ['of', 1.0, 1.13], ['our', 1.13, 1.3]], 'word_confidence': [['I', 0.575], ['mean', 0.354], ['people', 0.982], ['have', 0.308], ['heard', 1.0], ['of', 0.836], ['our', 0.032]], 'confidence': 0.642, 'transcript': 'I mean people have heard of our '}]",many,I,0.9587,mean,0.9343,people,0.985,had,0.4775,heard,0.9701,of,0.9856,acting,0.5272
History_4A_Fall_2007_UC_Berkeley_Lecture_22_Violence_and_Civil_War_The_Fall_of_the_Roman_Republic_20474_chunk_146_1499227381638939_count_0_noise_-1_noise_type_White,4,us into professor first the Roman Empire,-1,"{'length': 2, 'confidence': 1.0, 'end_time': 16.94, 'start_time': 16.81, 'word': 'us'}; {'length': 4, 'confidence': 1.0, 'end_time': 17.42, 'start_time': 16.94, 'word': 'into'}; {'length': 9, 'confidence': 1.0, 'end_time': 17.85, 'start_time': 17.42, 'word': 'professor'}; {'length': 5, 'confidence': 0.3463, 'end_time': 18.48, 'start_time': 18.1, 'word': 'first'}; {'length': 3, 'confidence': 0.7109, 'end_time': 18.55, 'start_time': 18.48, 'word': 'the'}; {'length': 5, 'confidence': 0.8591, 'end_time': 18.78, 'start_time': 18.55, 'word': 'Roman'}; {'length': 6, 'confidence': 0.9756, 'end_time': 19.3, 'start_time': 18.78, 'word': 'Empire'}",podcast_lecture,White,"[{'timestamps': [['this', 0.19, 0.38], ['institute', 0.38, 0.91], ['professor', 0.91, 1.29], ['Pafford', 1.29, 1.83], ['the', 1.9, 1.99], ['Roman', 1.99, 2.22], ['Empire', 2.22, 2.7]], 'word_confidence': [['this', 0.535], ['institute', 0.038], ['professor', 1.0], ['Pafford', 0.514], ['the', 0.862], ['Roman', 0.981], ['Empire', 0.988]], 'confidence': 0.638, 'transcript': 'this institute professor Pafford the Roman Empire '}]",into,this,0.9248,in,0.715,few,0.6864,professor,0.8912,Pafford,0.7963,the,0.8693,Roman,0.9848,Empire,0.9907
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_112_1499227381638939_count_0_noise_0_noise_type_White,4,perimeter was reinforced by these artificial delineation,0,"{'length': 9, 'confidence': 0.7673, 'end_time': 19.23, 'start_time': 18.73, 'word': 'perimeter'}; {'length': 3, 'confidence': 0.6946, 'end_time': 19.42, 'start_time': 19.23, 'word': 'was'}; {'length': 10, 'confidence': 0.8631, 'end_time': 20.22, 'start_time': 19.42, 'word': 'reinforced'}; {'length': 2, 'confidence': 0.8944, 'end_time': 20.85, 'start_time': 20.46, 'word': 'by'}; {'length': 5, 'confidence': 0.4579, 'end_time': 21.11, 'start_time': 20.88, 'word': 'these'}; {'length': 10, 'confidence': 0.7874, 'end_time': 21.77, 'start_time': 21.15, 'word': 'artificial'}; {'length': 11, 'confidence': 0.664, 'end_time': 22.58, 'start_time': 21.77, 'word': 'delineation'}",podcast_lecture,White,"[{'timestamps': [['for', 0.32, 0.43], ['him', 0.43, 0.6], ['it', 0.6, 0.76], ['was', 0.76, 0.9], ['reinforced', 0.99, 1.67], ['by', 1.99, 2.36], ['the', 2.4, 2.56], ['artificial', 2.67, 3.29], ['going', 3.29, 3.87]], 'word_confidence': [['for', 0.744], ['him', 0.467], ['it', 0.677], ['was', 0.874], ['reinforced', 0.999], ['by', 1.0], ['the', 0.244], ['artificial', 0.993], ['going', 0.291]], 'confidence': 0.757, 'transcript': 'for him it was reinforced by the artificial going '}]",perimeter,for,0.8082,him,0.7767,it,0.7909,was,0.9637,reinforced,0.9611,by,0.9912,the,0.5939,artificial,0.9765,going,0.5141
TerenceMckenna-TrueHallucinations04-16_chunk_20_1499227381638939_count_0_noise_-1_noise_type_White,4,grabbed Ron the rest and that sort,-1,"{'length': 7, 'confidence': 0.8801, 'end_time': 22.25, 'start_time': 21.61, 'word': 'grabbed'}; {'length': 3, 'confidence': 0.3886, 'end_time': 22.61, 'start_time': 22.25, 'word': 'Ron'}; {'length': 3, 'confidence': 0.6599, 'end_time': 22.89, 'start_time': 22.77, 'word': 'the'}; {'length': 4, 'confidence': 0.7235, 'end_time': 23.26, 'start_time': 22.89, 'word': 'rest'}; {'length': 3, 'confidence': 0.6343, 'end_time': 23.42, 'start_time': 23.26, 'word': 'and'}; {'length': 4, 'confidence': 0.4635, 'end_time': 23.69, 'start_time': 23.56, 'word': 'that'}; {'length': 4, 'confidence': 0.8087, 'end_time': 24.2, 'start_time': 23.69, 'word': 'sort'}",podcast_lecture,White,"[{'timestamps': [['grabbed', 0.29, 0.89], ['round', 0.89, 1.41], ['the', 1.41, 1.54], ['rest', 1.54, 1.9], ['and', 1.9, 2.1], ['that', 2.2, 2.33], ['sort', 2.33, 2.77]], 'word_confidence': [['grabbed', 0.288], ['round', 0.221], ['the', 0.979], ['rest', 0.773], ['and', 0.415], ['that', 0.171], ['sort', 0.833]], 'confidence': 0.49, 'transcript': 'grabbed round the rest and that sort '}]",grabbed,grab,0.5802,the,0.5349,round,0.33,the,0.9319,rest,0.9118,and,0.7323,<eps>,0.6039,that,0.6026,sort,0.8365
History_4A_Fall_2007_UC_Berkeley_Lecture_05_New_Kingdom_Egypt_State_and_Society_c._1500-1000_BC_20457_chunk_25_1499227381638939_count_0_noise_-1_noise_type_White,4,that shaping me serves hot dogs in,-1,"{'length': 4, 'confidence': 1.0, 'end_time': 19.53, 'start_time': 19.38, 'word': 'that'}; {'length': 7, 'confidence': 0.4453, 'end_time': 19.98, 'start_time': 19.53, 'word': 'shaping'}; {'length': 2, 'confidence': 0.3846, 'end_time': 20.14, 'start_time': 19.98, 'word': 'me'}; {'length': 6, 'confidence': 0.527, 'end_time': 20.56, 'start_time': 20.14, 'word': 'serves'}; {'length': 3, 'confidence': 0.8381, 'end_time': 20.82, 'start_time': 20.56, 'word': 'hot'}; {'length': 4, 'confidence': 0.7999, 'end_time': 21.21, 'start_time': 20.82, 'word': 'dogs'}; {'length': 2, 'confidence': 0.9593, 'end_time': 21.36, 'start_time': 21.21, 'word': 'in'}",podcast_lecture,White,"[{'timestamps': [['that', 0.22, 0.4], ['shaping', 0.4, 0.84], ['the', 0.84, 1.02], ['Serbs', 1.02, 1.43], ['hot', 1.43, 1.69], ['dogs', 1.69, 2.08]], 'word_confidence': [['that', 0.136], ['shaping', 0.737], ['the', 0.326], ['Serbs', 0.253], ['hot', 0.809], ['dogs', 0.743]], 'confidence': 0.544, 'transcript': 'that shaping the Serbs hot dogs '}]",that,that,0.386,shaping,0.7855,the,0.6837,hot,0.8098,dogs,0.7164
History_4A_Fall_2007_UC_Berkeley_Lecture_31_Twilight_in_the_West_20483_chunk_7_1499227381638939_count_0_noise_-1_noise_type_White,4,occurs between the neo Babylonian Annie came,-1,"{'length': 6, 'confidence': 0.9922, 'end_time': 2.12, 'start_time': 1.48, 'word': 'occurs'}; {'length': 7, 'confidence': 0.9929, 'end_time': 2.73, 'start_time': 2.12, 'word': 'between'}; {'length': 3, 'confidence': 0.8236, 'end_time': 2.8, 'start_time': 2.73, 'word': 'the'}; {'length': 3, 'confidence': 0.993, 'end_time': 3.11, 'start_time': 2.8, 'word': 'neo'}; {'length': 10, 'confidence': 0.993, 'end_time': 4.01, 'start_time': 3.11, 'word': 'Babylonian'}; {'length': 5, 'confidence': 0.3977, 'end_time': 4.6, 'start_time': 4.27, 'word': 'Annie'}; {'length': 4, 'confidence': 0.9494, 'end_time': 4.95, 'start_time': 4.6, 'word': 'came'}",podcast_lecture,White,"[{'timestamps': [['occurs', 0.25, 0.89], ['between', 0.89, 1.5], ['the', 1.5, 1.57], ['neo', 1.57, 1.88], ['Babylonian', 1.88, 2.78], ['Annie', 3.04, 3.37], ['came', 3.37, 3.71]], 'word_confidence': [['occurs', 0.082], ['between', 0.993], ['the', 0.661], ['neo', 0.967], ['Babylonian', 1.0], ['Annie', 0.557], ['came', 0.978]], 'confidence': 0.757, 'transcript': 'occurs between the neo Babylonian Annie came '}]",occurs,curse,0.5428,between,0.8942,the,0.746,neo,0.9231,Babylonian,0.9743,Annie,0.3759,came,0.9914
TerenceMckenna-TrueHallucinations07-16_chunk_52_1499227381638939_count_1_noise_18_noise_type_White,4,approaching break through it says to me,18,"{'length': 11, 'confidence': 0.9998, 'end_time': 3.23, 'start_time': 2.6, 'word': 'approaching'}; {'length': 5, 'confidence': 0.4459, 'end_time': 3.64, 'start_time': 3.23, 'word': 'break'}; {'length': 7, 'confidence': 0.7783, 'end_time': 4.21, 'start_time': 3.64, 'word': 'through'}; {'length': 2, 'confidence': 0.8748, 'end_time': 4.55, 'start_time': 4.41, 'word': 'it'}; {'length': 4, 'confidence': 0.9591, 'end_time': 4.97, 'start_time': 4.55, 'word': 'says'}; {'length': 2, 'confidence': 0.9827, 'end_time': 5.09, 'start_time': 4.97, 'word': 'to'}; {'length': 2, 'confidence': 0.9819, 'end_time': 5.36, 'start_time': 5.09, 'word': 'me'}",podcast_lecture,White,"[{'timestamps': [['approaching', 0.32, 0.89], ['break', 0.89, 1.32], ['through', 1.32, 1.82], ['it', 2.06, 2.23], ['says', 2.23, 2.63], ['to', 2.63, 2.74], ['me', 2.74, 2.98]], 'word_confidence': [['approaching', 0.521], ['break', 0.398], ['through', 0.813], ['it', 0.443], ['says', 0.909], ['to', 1.0], ['me', 0.985]], 'confidence': 0.686, 'transcript': 'approaching break through it says to me '}]",through,approaching,0.644,it,0.7146,says,0.9185,to,0.9551,me,0.9845
OpenDoors_chunk_131_1499227381638939_count_0_noise_12_noise_type_White,4,transforming machine now that seem to do,12,"{'length': 12, 'confidence': 0.9998, 'end_time': 3.88, 'start_time': 2.92, 'word': 'transforming'}; {'length': 7, 'confidence': 0.9934, 'end_time': 4.55, 'start_time': 3.88, 'word': 'machine'}; {'length': 3, 'confidence': 0.746, 'end_time': 5.09, 'start_time': 4.55, 'word': 'now'}; {'length': 4, 'confidence': 0.8164, 'end_time': 5.46, 'start_time': 5.29, 'word': 'that'}; {'length': 4, 'confidence': 0.4443, 'end_time': 5.84, 'start_time': 5.46, 'word': 'seem'}; {'length': 2, 'confidence': 0.7862, 'end_time': 5.95, 'start_time': 5.84, 'word': 'to'}; {'length': 2, 'confidence': 0.9267, 'end_time': 6.13, 'start_time': 5.95, 'word': 'do'}",podcast_lecture,White,"[{'timestamps': [['transforming', 0.28, 1.22], ['machine', 1.22, 1.88], ['now', 1.88, 2.42], ['the', 2.62, 2.71], ['thing', 2.71, 3.14], ['to', 3.14, 3.28], ['do', 3.28, 3.44]], 'word_confidence': [['transforming', 1.0], ['machine', 1.0], ['now', 0.725], ['the', 0.116], ['thing', 0.342], ['to', 0.953], ['do', 0.672]], 'confidence': 0.807, 'transcript': 'transforming machine now the thing to do '}]",that,transforming,1.0,machine,0.9978,now,0.9009,<eps>,0.8263,that,0.4467,thing,0.519,to,0.6166,do,0.4846
episode_20080513_161328-0700_chunk_114_1499227381638939_count_0_noise_-1_noise_type_White,4,attractive female reaches its instant and were,-1,"{'length': 10, 'confidence': 0.9952, 'end_time': 21.83, 'start_time': 21.4, 'word': 'attractive'}; {'length': 6, 'confidence': 0.9952, 'end_time': 22.2, 'start_time': 21.83, 'word': 'female'}; {'length': 7, 'confidence': 0.888, 'end_time': 22.58, 'start_time': 22.2, 'word': 'reaches'}; {'length': 3, 'confidence': 0.3125, 'end_time': 22.73, 'start_time': 22.58, 'word': 'its'}; {'length': 7, 'confidence': 0.3763, 'end_time': 23.18, 'start_time': 22.73, 'word': 'instant'}; {'length': 3, 'confidence': 1.0, 'end_time': 24.03, 'start_time': 23.53, 'word': 'and'}; {'length': 4, 'confidence': 0.8913, 'end_time': 24.16, 'start_time': 24.03, 'word': 'were'}",podcast_lecture,White,"[{'timestamps': [['if', 0.19, 0.32], ['tractor', 0.32, 0.66], ['female', 0.66, 1.05], ['reaches', 1.05, 1.39], ['such', 1.39, 1.6], ['a', 1.6, 1.69], ['stent', 1.69, 2.03], ['and', 2.38, 2.88], ['were', 2.88, 3.03]], 'word_confidence': [['if', 0.286], ['tractor', 0.31], ['female', 0.955], ['reaches', 0.248], ['such', 0.664], ['a', 0.757], ['stent', 0.098], ['and', 1.0], ['were', 0.342]], 'confidence': 0.559, 'transcript': 'if tractor female reaches such a stent and were '}]",attractive,tractor,0.3483,female,0.9891,reaches,0.4503,such,0.6052,a,0.7797,and,0.8167,were,0.5805
